nsd_id,caption,true_captions
68897,a man and a woman standing next to a horse,"['a man holds a child as he pets some sheep', 'a man holds a child as he pets some sheep', 'A man inside a fence rubbing a sheep while holding a small child.', 'A man inside a fence rubbing a sheep while holding a small child.', 'A man with a small child pets a sheep while visiting a sheep pen. ', 'A man with a small child pets a sheep while visiting a sheep pen. ', 'A MAN HOLD A YOUNG CHILD INSIDE A PIN OF SHEEP', 'A MAN HOLD A YOUNG CHILD INSIDE A PIN OF SHEEP', 'A man holding a baby is petting a sheep.', 'A man holding a baby is petting a sheep.']"
66946,a man is holding a bike on a train,"['A white propeller airplane sitting on a runway.', 'A white propeller airplane sitting on a runway.', 'An airplane is parked and refueling at an airport.', 'An airplane is parked and refueling at an airport.', 'Front view of a prop plane parked on runway strip.', 'Front view of a prop plane parked on runway strip.', 'A white colored propellor driven passenger airplane on a runway.', 'A white colored propellor driven passenger airplane on a runway.', 'a plane sitting on the runway with the door open for passengers ', 'a plane sitting on the runway with the door open for passengers ']"
30672,a cow and a goat are standing in a field,"['Cows in a pastoral setting grazing in the grass.', 'Cows in a pastoral setting grazing in the grass.', 'Buff cows eating grass in a pasture with sheep.', 'Buff cows eating grass in a pasture with sheep.', 'Two cows and two sheep grazing in a pasture.', 'Two cows and two sheep grazing in a pasture.', 'Two cows in the foreground grazing in the field while two sheep do the same in the background.', 'Two cows in the foreground grazing in the field while two sheep do the same in the background.', 'Two cows standing next to each other on a field.', 'Two cows standing next to each other on a field.']"
6222,a plate of food on a table,"['Two sandwiches sitting on top of papers on a table.', 'Two sandwiches sitting on top of papers on a table.', 'Two sausages sit in buns on a counter.', 'Two sausages sit in buns on a counter.', 'Two hot dogs with mustard and sauerkraut. ', 'Two hot dogs with mustard and sauerkraut. ', 'Two hot dogs on gourmet bread with sauerkraut. ', 'Two hot dogs on gourmet bread with sauerkraut. ', 'Two large hot dogs with sour kraut and mustard sitting on a set of napkins.', 'Two large hot dogs with sour kraut and mustard sitting on a set of napkins.']"
67045,a white bathroom with a sink and a toilet,"['a bath room with a toilet a sink and a mirror', 'a bath room with a toilet a sink and a mirror', 'a bathroom with pink walls and a big mirror ', 'a bathroom with pink walls and a big mirror ', 'High view of sink, toilet, and mirror in small bathroom.', 'High view of sink, toilet, and mirror in small bathroom.', 'A white and cream bathroom has a multicolored polka dot rug.', 'A white and cream bathroom has a multicolored polka dot rug.', 'A bathroom has a toilet, a sink, and a mirror.', 'A bathroom has a toilet, a sink, and a mirror.']"
20265,a man on a skateboard in a park,"['A little girl riding on top of a wooden skateboard.', 'A little girl riding on top of a wooden skateboard.', 'A YOUNG GIRL ON A SKATEBOARD IN A PARKING LOT', 'A YOUNG GIRL ON A SKATEBOARD IN A PARKING LOT', 'A girl riding on a skateboard wearing a helmet.', 'A girl riding on a skateboard wearing a helmet.', 'A girl is riding a skateboard on asphalt. ', 'A girl is riding a skateboard on asphalt. ', 'A young girl standing on a skateboard in a parking lot', 'A young girl standing on a skateboard in a parking lot']"
70589,a group of zebras walking on a field,"['Two zebras stand on a dirt floor in a shaded enclosure.', 'Two zebras stand on a dirt floor in a shaded enclosure.', 'a couple of zebras are standing in a pin', 'a couple of zebras are standing in a pin', 'two zebras in their pen dirt bushes and trees', 'two zebras in their pen dirt bushes and trees', 'A pair of zebras walk in the dirt in their habitat at a zoo.', 'A pair of zebras walk in the dirt in their habitat at a zoo.', 'two zebras near one another near a tree ', 'two zebras near one another near a tree ']"
54389,a man and a woman standing in a field,"['Two Zebras seems to be playing together in the wilderness. ', 'Two Zebras seems to be playing together in the wilderness. ', 'There are two giraffes standing in tall grass.', 'There are two giraffes standing in tall grass.', 'Two giraffes playing around in their natural habitat.', 'Two giraffes playing around in their natural habitat.', 'A giraffe gently nudges his friend with his head.', 'A giraffe gently nudges his friend with his head.', 'Two giraffes in the woods surrounded by trees and grass. ', 'Two giraffes in the woods surrounded by trees and grass. ']"
4667,a bed with a chair and a table,"['A bedroom with a bed, curtains, two windows and a rug. ', 'A bedroom with a bed, curtains, two windows and a rug. ', 'a large bed that is in a nice clean bedroom.', 'a large bed that is in a nice clean bedroom.', 'Some lamps around a bed in a room', 'Some lamps around a bed in a room', 'A turtle that is laying down on the bed.', 'A turtle that is laying down on the bed.', 'A well-made bed with a cat curled up on it.', 'A well-made bed with a cat curled up on it.']"
14179,a man and a woman playing a game of baseball,"['Players attempt to block a pass n a frosbee game.', 'Players attempt to block a pass n a frosbee game.', 'Two guys are competing over the Frisbee while a lady approaches. ', 'Two guys are competing over the Frisbee while a lady approaches. ', 'A man on a football field about to throw a frisbee.', 'A man on a football field about to throw a frisbee.', 'three men on a field playing with a Frisbee', 'three men on a field playing with a Frisbee', 'Three young people are playing frisbee on a soccer field.', 'Three young people are playing frisbee on a soccer field.']"
43107,a tree with a bush,"['A giraffe standing next to a green palm tree.', 'A giraffe standing next to a green palm tree.', 'A couple of giraffes that are blocking  the path of the safari.', 'A couple of giraffes that are blocking  the path of the safari.', 'Two Giraffes eating from two different trees in a wooded area.', 'Two Giraffes eating from two different trees in a wooded area.', 'two giraffes standing under a tree and eating the leaves ', 'two giraffes standing under a tree and eating the leaves ', 'A group of giraffes eating from a large grove of trees.', 'A group of giraffes eating from a large grove of trees.']"
6199,a train sitting on a road next to a building,"['The Scotsman train is travelling down the tracks.', 'The Scotsman train is travelling down the tracks.', 'A train with several carts sitting on a track.', 'A train with several carts sitting on a track.', 'a large train is coming down some tracks', 'a large train is coming down some tracks', 'a long red passenger train sitting on a track', 'a long red passenger train sitting on a track', 'Long old train barreling through the mountainous countryside.', 'Long old train barreling through the mountainous countryside.']"
28325,a person riding a horse in a field,"[""'A man riding on the back of a black horse."", ""'A man riding on the back of a black horse."", 'a man in a helmet riding a big horse', 'a man in a helmet riding a big horse', 'A man in riding gear riding a horse.', 'A man in riding gear riding a horse.', 'A person that is riding on a horse in a grass field.', 'A person that is riding on a horse in a grass field.', 'A man is riding a horse in a field.', 'A man is riding a horse in a field.']"
32643,a man and a cow,"['A herd of sheep laying on top of grass.', 'A herd of sheep laying on top of grass.', 'Several sheep sitting in the grass in a shady pasture. ', 'Several sheep sitting in the grass in a shady pasture. ', 'Four sleep in a field at sun down.', 'Four sleep in a field at sun down.', 'Sheep are resting and grazing in the shade in a pasture.', 'Sheep are resting and grazing in the shade in a pasture.', 'Four sheep are sitting on the ground resting. ', 'Four sheep are sitting on the ground resting. ']"
15128,a close up of a chair with a cat on it,"['A teddy bear nestled next to a swaddled baby.', 'A teddy bear nestled next to a swaddled baby.', 'A baby sleeps beside a teddy bear with a pink ribbon.', 'A baby sleeps beside a teddy bear with a pink ribbon.', ""Teddy bear above a female baby I'm crib sleeping."", ""Teddy bear above a female baby I'm crib sleeping."", 'a teddy bear with a pink ribbon standing next to a baby', 'a teddy bear with a pink ribbon standing next to a baby', 'A teddy bear standing next to a baby.', 'A teddy bear standing next to a baby.']"
58164,a street with a bus and a car,"['A sign sitting on the side of a road.', 'A sign sitting on the side of a road.', 'A construction sign is displayed on a street.', 'A construction sign is displayed on a street.', 'A sign indicating a construction zone is on the side of the road.', 'A sign indicating a construction zone is on the side of the road.', 'A sign that says ""prepare to stop"" for road constructions.', 'A sign that says ""prepare to stop"" for road constructions.', 'A road sign is preparing drivers what to do.', 'A road sign is preparing drivers what to do.']"
59699,a group of people on snowboards,"['A group of snowboarders and skiers taking   a group photo.', 'A group of snowboarders and skiers taking   a group photo.', 'A group of friends are standing on their snow boards and skis smiling ', 'A group of friends are standing on their snow boards and skis smiling ', 'A group of people stand on skis and snowboards.', 'A group of people stand on skis and snowboards.', 'Group of skiers and snowboarders pose on a snow trail. ', 'Group of skiers and snowboarders pose on a snow trail. ', 'four people riding skis and snow boards on a snowy slope', 'four people riding skis and snow boards on a snowy slope']"
60725,a man is standing on a train in a parking lot,"['A man riding a motorcycle down a long road next to green grass.', 'A man riding a motorcycle down a long road next to green grass.', 'A motorcyclists wearing a helmet next to a building.', 'A motorcyclists wearing a helmet next to a building.', 'A man is riding a small motor bike.', 'A man is riding a small motor bike.', 'A single motorcyclist going down the road near a Mercedes Benz office ', 'A single motorcyclist going down the road near a Mercedes Benz office ', 'A man is riding a motorcycle down the street.', 'A man is riding a motorcycle down the street.']"
53370,a woman holding a kite,"['a little flying her kite on the beach', 'a little flying her kite on the beach', 'A little girl flying a kite on the beach. She is looking at the camera.', 'A little girl flying a kite on the beach. She is looking at the camera.', 'A young girl plays with her kite at the beach.', 'A young girl plays with her kite at the beach.', 'A young girl smiles while flying a kite on the beach.', 'A young girl smiles while flying a kite on the beach.', 'A small girl is on the beach near a kite.', 'A small girl is on the beach near a kite.']"
69918,a man sitting on a chair,"['A woman sitting on a subway with her legs crossed.', 'A woman sitting on a subway with her legs crossed.', 'A person in high heel shoes is sitting on a train.', 'A person in high heel shoes is sitting on a train.', 'The legs of people riding on a subway.', 'The legs of people riding on a subway.', 'A photo of a woman on the subway crossing her legs  with black shoe booties on .', 'A photo of a woman on the subway crossing her legs  with black shoe booties on .', 'people sit in a subway train the most visible a woman with black hills ', 'people sit in a subway train the most visible a woman with black hills ']"
7480,a man and a woman sitting on a table,"['A woman gives a thumbs-up signal while taking a slice of pizza. ', 'A woman gives a thumbs-up signal while taking a slice of pizza. ', 'A pizza slice is being removed from a pie.', 'A pizza slice is being removed from a pie.', 'A girl gives a pizza the thumbs up. ', 'A girl gives a pizza the thumbs up. ', 'A large cheese and tomato pizza on a metal serving tray.', 'A large cheese and tomato pizza on a metal serving tray.', 'A girl poses with a pizza pie while she takes a piece', 'A girl poses with a pizza pie while she takes a piece']"
56290,a man is riding a skateboard on a field,"['A view from the sky of someone riding a motorcycle on the street.', 'A view from the sky of someone riding a motorcycle on the street.', 'a rider on a motorcycle gives a thumbs up as he drives on a street', 'a rider on a motorcycle gives a thumbs up as he drives on a street', 'A man rides a motorcycle down an empty street.', 'A man rides a motorcycle down an empty street.', 'A man on a motorcycle rides along a highway with his hand in the air.', 'A man on a motorcycle rides along a highway with his hand in the air.', 'A person riding a motorcycle gives a thumbs up.', 'A person riding a motorcycle gives a thumbs up.']"
69831,a woman is standing on a tennis court,"['A woman standing on a tennis court holding a racquet.', 'A woman standing on a tennis court holding a racquet.', 'A woman prepares to hit the ball during a match.', 'A woman prepares to hit the ball during a match.', 'A tennis player stands at full attention with her ratchet.', 'A tennis player stands at full attention with her ratchet.', 'The woman is holding a tennis racket while playing a match. ', 'The woman is holding a tennis racket while playing a match. ', 'A tennis player waits for the ball to return to her side.', 'A tennis player waits for the ball to return to her side.']"
34845,a man and a horse are walking on a street,"['A horse walking next to a brown dog in a field.', 'A horse walking next to a brown dog in a field.', 'Horse and cow grazing in a fenced pasture in front of a house.', 'Horse and cow grazing in a fenced pasture in front of a house.', 'two horses grazing in a field in front of a house.', 'two horses grazing in a field in front of a house.', 'two animals graze in a field next to a house', 'two animals graze in a field next to a house', 'A horse and a cow that are grazing in a field.', 'A horse and a cow that are grazing in a field.']"
25570,a close up of a flower with leaves,"['the start of a broccoli stalk in the garden', 'the start of a broccoli stalk in the garden', 'A leafy, green, garden plant with a floral growth in the center.', 'A leafy, green, garden plant with a floral growth in the center.', 'One small broccoli stalk in the middle of leaves.', 'One small broccoli stalk in the middle of leaves.', 'A big green plant with a bunch of green leaves on it', 'A big green plant with a bunch of green leaves on it', 'A plant shows a tight white center, surrounded by large green leaves.  ', 'A plant shows a tight white center, surrounded by large green leaves.  ']"
25318,a brown bear,"['Brown bear walking around in river looking for fish', 'Brown bear walking around in river looking for fish', 'Bear walking through water with stones and rocks.', 'Bear walking through water with stones and rocks.', 'A small bear in a stream trying to catch some fish.', 'A small bear in a stream trying to catch some fish.', 'A brown bear is walking through a shallow, rocky, stream.', 'A brown bear is walking through a shallow, rocky, stream.', 'A young grizzly bear is walking in a creek. ', 'A young grizzly bear is walking in a creek. ']"
62683,a close up of a building with a white and black train,"['A red water hydrant on a pavement next to some buildings', 'A red water hydrant on a pavement next to some buildings', 'A fire hydrant on a city side walk. ', 'A fire hydrant on a city side walk. ', 'An old fashioned fire hydrant on the city streets.', 'An old fashioned fire hydrant on the city streets.', 'there is a old fire hydrant painted red and black', 'there is a old fire hydrant painted red and black', 'A red fire hydrant sitting on the side of a road.', 'A red fire hydrant sitting on the side of a road.']"
42980,a bathroom with a toilet and a window,"['a small toilet is in a bathroom down a hallway', 'a small toilet is in a bathroom down a hallway', 'This is a small bathroom with a towel on the floor.', 'This is a small bathroom with a towel on the floor.', 'A peek into a bathroom through a narrow door frame.', 'A peek into a bathroom through a narrow door frame.', 'a toilet a light a mirror and a red tiled floor', 'a toilet a light a mirror and a red tiled floor', 'A bathroom with a white towel on the floor and a white toilet with the seat up and light on.', 'A bathroom with a white towel on the floor and a white toilet with the seat up and light on.']"
30563,a plate with a bunch of food on it,"['A bunch of ripe bananas sitting on a cutting board next to Grape-nuts and yogurt.', 'A bunch of ripe bananas sitting on a cutting board next to Grape-nuts and yogurt.', 'A box of cereal yogurt and fruit on board', 'A box of cereal yogurt and fruit on board', 'Some bananas are placed on a cutting board along with some yogurt and a package of creel.', 'Some bananas are placed on a cutting board along with some yogurt and a package of creel.', 'We are eating cereal, banannas and yogurt for breakfast.', 'We are eating cereal, banannas and yogurt for breakfast.', 'A cutting board holds yogurt, bananas, and cereal.', 'A cutting board holds yogurt, bananas, and cereal.']"
44971,a street with a bus and a building,"['a motorcycle resting at a stand still outside a gas station', 'a motorcycle resting at a stand still outside a gas station', 'A gas station with three fuel pumps in front of it.', 'A gas station with three fuel pumps in front of it.', 'A moped that is parked outside of a old fashioned gas station. ', 'A moped that is parked outside of a old fashioned gas station. ', 'A motorcycle is parked at a Philips 66 gas station.', 'A motorcycle is parked at a Philips 66 gas station.', 'A motorcycle is parked in front of a gas station.', 'A motorcycle is parked in front of a gas station.']"
43852,a group of people on a road with a motorcycle,"['There are several motorcycles at the side of the road.', 'There are several motorcycles at the side of the road.', 'A bunch of bikes parked on the side of the road.', 'A bunch of bikes parked on the side of the road.', 'A lot of motorcycles parked on the side of the road while the motorists are admiring the view.', 'A lot of motorcycles parked on the side of the road while the motorists are admiring the view.', 'a group of motorcycles parked on the side of the road near a cliff', 'a group of motorcycles parked on the side of the road near a cliff', 'A group of motorcyclists parked on the side of a highway. ', 'A group of motorcyclists parked on the side of a highway. ']"
44412,a large brown and white bus,"['An orange truck parked on the side of a road near a green field.', 'An orange truck parked on the side of a road near a green field.', 'THERE IS A TRUCK THAT IS PARKED ON THE STREET ', 'THERE IS A TRUCK THAT IS PARKED ON THE STREET ', 'A pickup truck parked on the curb ', 'A pickup truck parked on the curb ', 'An orange pick up truck that is parked on the side of the street.', 'An orange pick up truck that is parked on the side of the street.', 'An orange truck is shown parked on the side of the sidewalk. ', 'An orange truck is shown parked on the side of the sidewalk. ']"
25702,"a tall, brown, and white animal","['A giraffe on the plains with a mountain in the background.', 'A giraffe on the plains with a mountain in the background.', 'A giraffe that is grazing in the open. ', 'A giraffe that is grazing in the open. ', 'A lone giraffe lopes alone a dry plain with a snow-capped mountain in the background.', 'A lone giraffe lopes alone a dry plain with a snow-capped mountain in the background.', 'A giraffe walking on a plain with a snow capped mountain behind it.', 'A giraffe walking on a plain with a snow capped mountain behind it.', 'Full grown giraffe walking in an open field.', 'Full grown giraffe walking in an open field.']"
20223,a man riding a skateboard on a snow covered hill,"['A man riding a snowboard down a hill.', 'A man riding a snowboard down a hill.', 'A person skiing down a hill holding ski poles in each hand.', 'A person skiing down a hill holding ski poles in each hand.', 'The skier leans to the right while navigating the slope.', 'The skier leans to the right while navigating the slope.', 'Skier skiing down a hill near a guard rail ', 'Skier skiing down a hill near a guard rail ', 'A skier on the downhill makes a sharp cut with poles flailing.', 'A skier on the downhill makes a sharp cut with poles flailing.']"
24560,a train is on a bridge over a road,"['Street signs on freeway with trees and sky', 'Street signs on freeway with trees and sky', 'A couple of large signs over a street.', 'A couple of large signs over a street.', 'A three lane highway breaks off to the left and the right.', 'A three lane highway breaks off to the left and the right.', 'there are two highway signs that show different directions', 'there are two highway signs that show different directions', 'Someone travelling on a road seeing traffic signs. ', 'Someone travelling on a road seeing traffic signs. ']"
65943,a train station with a yellow building,"['A train is pulling into a train station quickly.', 'A train is pulling into a train station quickly.', 'A train that is going  through a stop sign.', 'A train that is going  through a stop sign.', 'A train is pulled up to a boarding station.', 'A train is pulled up to a boarding station.', 'A train pulling into a station where people wait.', 'A train pulling into a station where people wait.', 'There is a train driving down the train tracks.', 'There is a train driving down the train tracks.']"
57478,a man riding a surfboard on a beach,"['A person standing on  surfboard in the water.', 'A person standing on  surfboard in the water.', 'A person riding a surfboard in the middle of the ocean.', 'A person riding a surfboard in the middle of the ocean.', 'a man is riding on a surfboard at the beach', 'a man is riding on a surfboard at the beach', 'A person on a skateboard riding a wave in the ocean.', 'A person on a skateboard riding a wave in the ocean.', 'a person that is on some kind of surfboard', 'a person that is on some kind of surfboard']"
25746,a,"['a male tennis player in a white shirt ', 'a male tennis player in a white shirt ', 'A man holding a tennis racket in one hand and a ball in the other.', 'A man holding a tennis racket in one hand and a ball in the other.', 'A tennis player getting ready to strike the ball over the net. ', 'A tennis player getting ready to strike the ball over the net. ', 'a man getting ready to serve tennis ball', 'a man getting ready to serve tennis ball', 'there is a man on the court playing tennis', 'there is a man on the court playing tennis']"
34603,a man riding a skateboard on a snowy road,"['A man riding a surfboard on a wave in the ocean.', 'A man riding a surfboard on a wave in the ocean.', 'A man in a wetsuit surfboarding on a wave. ', 'A man in a wetsuit surfboarding on a wave. ', 'A man in a black wet suit surfing on a big wave', 'A man in a black wet suit surfing on a big wave', 'A surfer in a black wet suit riding a wave.', 'A surfer in a black wet suit riding a wave.', 'A man in  a wet suit surfing on a wave', 'A man in  a wet suit surfing on a wave']"
46372,a table with two plates,"['A marble table topped with four smart phones.', 'A marble table topped with four smart phones.', 'Four different styles of cell phones sit on a marble table. ', 'Four different styles of cell phones sit on a marble table. ', 'Four different styles of cell phones laying on a table.', 'Four different styles of cell phones laying on a table.', 'Four different models of cell phones on a marble surface.', 'Four different models of cell phones on a marble surface.', 'Five cell phones sit on top of a marble table.', 'Five cell phones sit on top of a marble table.']"
41653,a train is parked on a street,"['A large Thai jetliner parked on an airport tarmac.', 'A large Thai jetliner parked on an airport tarmac.', 'A Thai airline plane getting checked before a flight.', 'A Thai airline plane getting checked before a flight.', 'A white, blue and red jet airliner in a airport docking area.', 'A white, blue and red jet airliner in a airport docking area.', 'A large white parked airplane and some trucks', 'A large white parked airplane and some trucks', 'A Thai brand airplane sits parked at the airport. ', 'A Thai brand airplane sits parked at the airport. ']"
8646,a refrigerator with a white door,"['There is the inside of a refrigerator showing food.', 'There is the inside of a refrigerator showing food.', 'The refrigerator door filled with food but the shelves are practically empty.', 'The refrigerator door filled with food but the shelves are practically empty.', 'An open refrigerator with various condiments and containers of food.', 'An open refrigerator with various condiments and containers of food.', 'An opened refrigerator filled with different food items.', 'An opened refrigerator filled with different food items.', 'An open fridge full of various food items.', 'An open fridge full of various food items.']"
64615,a man and a horse on a field,"['A man in an orange vest is riding a horse. ', 'A man in an orange vest is riding a horse. ', 'A man riding a horse in front of a green field.', 'A man riding a horse in front of a green field.', 'A man on a horse walking through a field.', 'A man on a horse walking through a field.', 'a man wearing a hat and riding a horse in a big open field', 'a man wearing a hat and riding a horse in a big open field', 'A man riding a horse near a meadow.', 'A man riding a horse near a meadow.']"
17942,a plate of food on a table,"['a fully baked pizza sitting on a wooden cutting board', 'a fully baked pizza sitting on a wooden cutting board', 'A cheese and beef pizza is sitting on a wooden table.', 'A cheese and beef pizza is sitting on a wooden table.', 'A large pizza on a wooden cutting board.', 'A large pizza on a wooden cutting board.', 'A pizza sits on a wooden platform. ', 'A pizza sits on a wooden platform. ', 'A pizza sitting on top of a wooden cutting board.', 'A pizza sitting on top of a wooden cutting board.']"
40909,a brown and black horse,"['A single elephant alone in a natural habitat.', 'A single elephant alone in a natural habitat.', 'An elephant standing in the shade in the grass', 'An elephant standing in the shade in the grass', 'A large elephant standing in a grassy field.', 'A large elephant standing in a grassy field.', 'The elephant in the grass is heading for the water source.', 'The elephant in the grass is heading for the water source.', 'a large elephant is standing in a field', 'a large elephant is standing in a field']"
22585,a bed with a cat on it,"['A cat standing inside of a suitcase that is empty.', 'A cat standing inside of a suitcase that is empty.', 'A light brown cat plays in a luggage bag. ', 'A light brown cat plays in a luggage bag. ', 'A cat is standing in the luggage sniffing around.', 'A cat is standing in the luggage sniffing around.', 'A cat sniffs around in a suit case', 'A cat sniffs around in a suit case', 'the cat is laying inside a suit case', 'the cat is laying inside a suit case']"
17934,a man and a woman sitting at a table with a plate of food,"['four people sit at a table together and eat hot dogs', 'four people sit at a table together and eat hot dogs', 'a group of people sitting at a table eating hot dogs', 'a group of people sitting at a table eating hot dogs', 'Four young people seated at a red table holding hot dogs.', 'Four young people seated at a red table holding hot dogs.', 'Some people eating some hot dogs in a diner', 'Some people eating some hot dogs in a diner', 'A group of friends sitting down at a table eating hot dogs.', 'A group of friends sitting down at a table eating hot dogs.']"
56418,a man and a woman standing on a field with a baseball,"['Three men are playing baseball on a baseball field.', 'Three men are playing baseball on a baseball field.', 'A baseball catcher is about to catch an approaching baseball.', 'A baseball catcher is about to catch an approaching baseball.', 'A baseball game in progress, the batter ready to swing at the ball.', 'A baseball game in progress, the batter ready to swing at the ball.', 'Baseball hitter at home base receiving a ball.', 'Baseball hitter at home base receiving a ball.', 'A baseball player standing next to home plate with a bat.', 'A baseball player standing next to home plate with a bat.']"
41710,a man and a woman standing next to each other,"['A young girl and suited man are in a school atmosphere.', 'A young girl and suited man are in a school atmosphere.', ""The man stands next to a smiling girl's display."", ""The man stands next to a smiling girl's display."", 'A man and a girl are looking at papers on a table.', 'A man and a girl are looking at papers on a table.', ""A man in a suit looks on what appears to be a schoolgirl's project."", ""A man in a suit looks on what appears to be a schoolgirl's project."", 'a man and a girl are looking at a piece of paper', 'a man and a girl are looking at a piece of paper']"
57906,a couple of zebras standing next to each other,"['Two zebras in a stone walled enclosure with small trees in it.', 'Two zebras in a stone walled enclosure with small trees in it.', 'Two zebras in dirt area next to a wall.', 'Two zebras in dirt area next to a wall.', 'A small zebra running in front of a big zebra.', 'A small zebra running in front of a big zebra.', 'Two zebras walking around in their enclosure together', 'Two zebras walking around in their enclosure together', 'Two zebras walking forward in a plant-filled zoo environment. ', 'Two zebras walking forward in a plant-filled zoo environment. ']"
24638,a brown and white animal,"['A polar bear is swimming in the water. ', 'A polar bear is swimming in the water. ', 'A large white polar bear swimming in an enclosure.', 'A large white polar bear swimming in an enclosure.', 'Polar bear swimming through river looking at camera.', 'Polar bear swimming through river looking at camera.', 'A bear that is sitting under the water.', 'A bear that is sitting under the water.', 'Polar bear enjoying a swim in rocky water pond.', 'Polar bear enjoying a swim in rocky water pond.']"
34418,a man wearing a helmet and a jacket,"['The children are learning how to properly ski.', 'The children are learning how to properly ski.', 'Two small children are standing on skis in the snow.', 'Two small children are standing on skis in the snow.', 'Two kids shows off their ski equipment. ', 'Two kids shows off their ski equipment. ', 'A couple of boys riding skis in the snow.', 'A couple of boys riding skis in the snow.', 'two children riding skis on a snowy surface', 'two children riding skis on a snowy surface']"
55163,a bathroom with a toilet and a sink,"['a view into the bathroom looking down on a toilet sitting on a tiled floor', 'a view into the bathroom looking down on a toilet sitting on a tiled floor', 'A small room with just a toilet and a door.', 'A small room with just a toilet and a door.', 'A small room with only a toilet in it ', 'A small room with only a toilet in it ', 'A white porcelain toilet in an enclosed room with a tile floor.', 'A white porcelain toilet in an enclosed room with a tile floor.', 'A toilet that is in a bathroom with the door open.', 'A toilet that is in a bathroom with the door open.']"
46835,a boat with a person on it in a field,"['A buoy near a tug boat pulling a barge in the ocean.', 'A buoy near a tug boat pulling a barge in the ocean.', 'A couple of boats floating on top of the ocean.', 'A couple of boats floating on top of the ocean.', 'A red buoy and two ships are in the ocean.', 'A red buoy and two ships are in the ocean.', 'A full view of an open area with nature. \n', 'A full view of an open area with nature. \n', 'a boat a larger ship a buoy and water ', 'a boat a larger ship a buoy and water ']"
61133,a herd of animals standing in a field,"['Several sheep graze in a clumpy grass field. ', 'Several sheep graze in a clumpy grass field. ', 'A small herd of sheep grazing in a grassy field.', 'A small herd of sheep grazing in a grassy field.', 'The sheep walk through a field near a farm house. ', 'The sheep walk through a field near a farm house. ', 'A herd of white lamb are running on a green field.', 'A herd of white lamb are running on a green field.', 'Small herd of sheep walking and grazing in fenced farm field.', 'Small herd of sheep walking and grazing in fenced farm field.']"
32772,a plate of food,"['A white plate containing a salad and a sandwich.', 'A white plate containing a salad and a sandwich.', 'Bread and salad are on a plate with dressings.', 'Bread and salad are on a plate with dressings.', 'a salad, and a fish sandwich, with a side of tartar sauce on a plate.', 'a salad, and a fish sandwich, with a side of tartar sauce on a plate.', 'A plate with green salad with dressing on the side and a fried fish sandwich on a bun and tartar sauce on the side.', 'A plate with green salad with dressing on the side and a fried fish sandwich on a bun and tartar sauce on the side.', 'A plate of food with a sandwich and a salad. ', 'A plate of food with a sandwich and a salad. ']"
14610,a plane flying in the air,"['a blue and yellow plane is in the sky', 'a blue and yellow plane is in the sky', 'An airplane colored blue and yellow is flying in the sky', 'An airplane colored blue and yellow is flying in the sky', 'A plane flying through the air, during the day.', 'A plane flying through the air, during the day.', 'A airplane that is flying in the sky.', 'A airplane that is flying in the sky.', ""An international air plane with it's landing gear down."", ""An international air plane with it's landing gear down.""]"
41814,a group of people and a bunch of birds flying in the air,"['there are many birds flying around a tower.', 'there are many birds flying around a tower.', 'A flock of birds are flying against a blue and cloudy sky.', 'A flock of birds are flying against a blue and cloudy sky.', 'a flock of birds flying around by a tower', 'a flock of birds flying around by a tower', 'A bunch of birds flying around a tower. ', 'A bunch of birds flying around a tower. ', 'A flock of pigeons fly past a clock tower.', 'A flock of pigeons fly past a clock tower.']"
33906,a man riding a snowboard down a hill,"['Man in jacket skiing down snow covered hill.', 'Man in jacket skiing down snow covered hill.', 'A man coming to a stop on a snowy hill with his skis.', 'A man coming to a stop on a snowy hill with his skis.', 'A man skiing down a hill throwing up snow.', 'A man skiing down a hill throwing up snow.', 'Man skiing on slight slope probably attempting to stop by turning sideways.', 'Man skiing on slight slope probably attempting to stop by turning sideways.', 'Man kicking up snow on his skis while on a snow trail. ', 'Man kicking up snow on his skis while on a snow trail. ']"
65639,a plane with a red stripe on it,"['A large passenger jet flying through the blue sky.', 'A large passenger jet flying through the blue sky.', 'a commercial passenger jet airplane in the sky', 'a commercial passenger jet airplane in the sky', 'A large commercial plane flying in the blue sky.', 'A large commercial plane flying in the blue sky.', 'A jet flying in the clear blue sky', 'A jet flying in the clear blue sky', 'large airplane in mid air on a clear blue day', 'large airplane in mid air on a clear blue day']"
28755,a close up of a plane with a bunch of other planes,"['A group of planes flying in the sky letting out smoke', 'A group of planes flying in the sky letting out smoke', 'A bunch of planes flying close with trails of smoke.', 'A bunch of planes flying close with trails of smoke.', 'There are several airplane in the air and they are leaving a trail.', 'There are several airplane in the air and they are leaving a trail.', 'Several  government jets are flying in formation.', 'Several  government jets are flying in formation.', 'Six airplanes flying in a formation in the sky ', 'Six airplanes flying in a formation in the sky ']"
26909,a large table with many food items on it,"['The produce department of a market with fruits of all kinds in it.', 'The produce department of a market with fruits of all kinds in it.', 'a local store with a ton of fruit there', 'a local store with a ton of fruit there', 'An inside produce market with items displayed on shelves', 'An inside produce market with items displayed on shelves', 'A bunch of bananas in a large market.', 'A bunch of bananas in a large market.', ""A fruit market with cantaloupe, banana's and other various fruit."", ""A fruit market with cantaloupe, banana's and other various fruit.""]"
